Title,Image,Address,Area,_2shyij,dist_to_airpt,score,rating,add_info1,add_info2,add_info3,add_info4,Price,link,Room,Description,rev_score
Queen Anne Hotel,https://exp.cdn-hotels.com/hotels/1000000/10000/9400/9382/dc27bec9_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,1590 Sutter St San Francisco 94109 CA,Lower Pacific Heights,1.0 mile to city center,12 miles to San Francisco International Airport (SFO),8.8,Fabulous,Parking available,Bathtub,,,$229 ,https://www.hotels.com/ho115131/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=3&FPQ=4&MGT=1&ZSX=0&SYE=3&YGF=0,Standard Room 2 Queen Beds,Victorian hotel within walking distance of The Regency Ballroom,
The Dylan at SFO,https://exp.cdn-hotels.com/hotels/1000000/30000/24300/24251/47630b7b_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,110 S El Camino Real Millbrae 94030 CA,Millbrae,13 miles to city center,1.2 miles to San Francisco International Airport (SFO),8.8,Fabulous,Free parking,Pet-friendly,Airport transfer,Bar,$164 ,https://www.hotels.com/ho111336/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Traditional Double Room 2 Double Beds,Suburban hotel with bar/lounge near Mills-Peninsula Medical Center ,
Holiday Inn Express San Francisco-Airport North an IHG Hotel,https://exp.cdn-hotels.com/hotels/1000000/860000/856900/856888/c6d8f6a0_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,373 S Airport Blvd South San Francisco 94080 CA,South San Francisco,9.9 miles to city center,2.1 miles to San Francisco International Airport (SFO),,Good,Parking available,Airport transfer,Gym,Bathtub,$130 ,https://www.hotels.com/ho200127/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Standard Room 2 Queen Beds,No-frills South San Francisco guestrooms with comfy beds,
San Francisco Inn,https://exp.cdn-hotels.com/hotels/1000000/20000/14600/14553/0df966ba_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,385 9th St San Francisco 94103 CA,South of Market,1.0 mile to city center,11 miles to San Francisco International Airport (SFO),,Good,Free parking,,,,$80 ,https://www.hotels.com/ho128740/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&q-room-0-adults-alter=2&q-room-1-adults-alter=2&WOD=1&WOE=2&JHR=1&FPQ=2&MGT=1&ZSX=0&SYE=3&YGF=0,Room 1 Queen Bed Non Smoking,Convenient to Moscone Convention Center,
Omni San Francisco Hotel,https://exp.cdn-hotels.com/hotels/1000000/670000/662400/662368/8d8a7dc5_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,500 California St San Francisco 94104 CA,Financial District,0.5 miles to city center,12 miles to San Francisco International Airport (SFO),9.4,Exceptional,Parking available,Pet-friendly,Gym,Restaurant,$379 ,https://www.hotels.com/ho194583/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=4&FPQ=5&MGT=1&ZSX=0&SYE=3&YGF=0,Deluxe Room 2 Double Beds,Luxury hotel with restaurant near 555 California Street ,
Hyatt Regency San Francisco,https://exp.cdn-hotels.com/hotels/1000000/30000/23800/23774/db16ae6b_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,5 Embarcadero Center San Francisco 94111 CA,Financial District,0.8 miles to city center,12 miles to San Francisco International Airport (SFO),8.6,Fabulous,Parking available,Pet-friendly,Gym,Restaurant,$298 ,https://www.hotels.com/ho106067/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=3&FPQ=4&MGT=1&ZSX=0&SYE=3&YGF=0,Room 2 Double Beds Accessible,Bayfront hotel with restaurant near Exploratorium ,
Hotel Nikko San Francisco,https://exp.cdn-hotels.com/hotels/1000000/30000/23500/23406/6a2ba7f8_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,222 Mason St San Francisco 94102 CA,Downtown San Francisco,0.1 miles to city center,12 miles to San Francisco International Airport (SFO),9,Superb,Pool,Parking available,Pet-friendly,Gym,$300 ,https://www.hotels.com/ho116987/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=3&FPQ=4&MGT=1&ZSX=0&SYE=3&YGF=0,Deluxe Room 2 Queen Beds Non Smoking,Luxury hotel with indoor pool near SHN Curran Theatre ,
Hotel VIA,https://exp.cdn-hotels.com/hotels/17000000/16820000/16819700/16819669/2b503a50_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,138 King St. San Francisco 94107 CA,China Basin,1.1 miles to city center,11 miles to San Francisco International Airport (SFO),8.8,Fabulous,Parking available,Gym,Bar,,$422 ,https://www.hotels.com/ho685906/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=5&FPQ=6&MGT=1&ZSX=0&SYE=3&YGF=0,Embarcadero Double Queen,4-star hotel with 2 bars/lounges near Oracle Park ,
Alexis Park Hotel,https://exp.cdn-hotels.com/hotels/1000000/30000/27700/27629/908f5d72_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,825 Polk Street San Francisco 94109 CA,Little Saigon,0.6 miles to city center,12 miles to San Francisco International Airport (SFO),,Good,Parking available,Airport transfer,Bathtub,Internet access,$92 ,https://www.hotels.com/ho127472/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=1&FPQ=2&MGT=1&ZSX=0&SYE=3&YGF=0,Standard Double Room 2 Double Beds,City-center hotel within walking distance of The Regency Ballroom,
Wharf Inn,https://exp.cdn-hotels.com/hotels/1000000/890000/883600/883571/37e71d32_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,2601 Mason St San Francisco 94133 CA,North Beach,1.5 miles to city center,13 miles to San Francisco International Airport (SFO),,Good,Free parking,Pet-friendly,,,$180 ,https://www.hotels.com/ho203959/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Standard Room 2 Queen Beds,City-center hotel steps from Wax Museum at Fisherman's Wharf ,
Warfield Hotel,https://exp.cdn-hotels.com/hotels/18000000/17390000/17383200/17383168/648af0dc_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,118 Taylor St San Francisco 94102 CA,Downtown San Francisco,0.3 miles to city center,12 miles to San Francisco International Airport (SFO),,,Airport transfer,Bathtub,Internet access,,$92 ,https://www.hotels.com/ho670454/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=1&FPQ=2&MGT=1&ZSX=0&SYE=3&YGF=0,Standard Room 2 Double Beds Shared Bathroom,City-center inn steps from Warfield Theater ,
Embassy Hotel,https://exp.cdn-hotels.com/hotels/1000000/130000/120300/120268/fc779356_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,610 Polk St San Francisco 94102 CA,Tenderloin,0.7 miles to city center,12 miles to San Francisco International Airport (SFO),,Good,Parking available,Airport transfer,,,$80 ,https://www.hotels.com/ho164139/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=1&FPQ=2&MGT=1&ZSX=0&SYE=3&YGF=0,,Art Deco hotel within walking distance of San Francisco City Hall,
Hotel Fusion,https://exp.cdn-hotels.com/hotels/1000000/880000/876400/876315/c768242f_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,140 Ellis Street San Francisco 94102 CA,Downtown San Francisco,0.1 miles to city center,12 miles to San Francisco International Airport (SFO),8.2,Very Good,Parking available,Gym,Restaurant,Bar,$174 ,https://www.hotels.com/ho202424/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Premium Room 2 Double Beds,3.5-star hotel with 2 bars/lounges near San Francisco Museum of Modern Art ,
SeaScape Inn - A FairBridge Hotel,https://exp.cdn-hotels.com/hotels/2000000/1790000/1789300/1789283/529e470d_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,4340 Judah St San Francisco 94122 CA,Outer Sunset,5.8 miles to city center,12 miles to San Francisco International Airport (SFO),,Good,Free parking,Bathtub,,,$206 ,https://www.hotels.com/ho214686/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=3&FPQ=4&MGT=1&ZSX=0&SYE=3&YGF=0,Deluxe Room 2 Queen Beds,Within easy reach of Golden Gate Park,
Hotel Zoe Fisherman's Wharf,https://exp.cdn-hotels.com/hotels/1000000/10000/3600/3552/d2e1b7ff_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,425 North Point San Francisco 94133 CA,North Beach,1.4 miles to city center,13 miles to San Francisco International Airport (SFO),8.6,Fabulous,Parking available,Pet-friendly,Gym,Restaurant,$249 ,https://www.hotels.com/ho163750/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=3&FPQ=4&MGT=1&ZSX=0&SYE=3&YGF=0,Superior Room 1 King Bed with Sofa bed,4-star hotel with 2 bars/lounges near Pier 39 ,
Hotel Sunrise,https://exp.cdn-hotels.com/hotels/19000000/18530000/18529100/18529082/6f697cf7_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,447 Valencia St San Francisco 94103 CA,Mission Dolores,1.7 miles to city center,11 miles to San Francisco International Airport (SFO),,Good,,,,,$64 ,https://www.hotels.com/ho697582/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&q-room-0-adults-alter=2&q-room-1-adults-alter=2&WOD=1&WOE=2&JHR=1&FPQ=2&MGT=1&ZSX=0&SYE=3&YGF=0,Economy Room 1 Double Bed Private Bathroom,Within easy reach of Van Ness Avenue,
Travelodge by Wyndham San Francisco Bay,https://exp.cdn-hotels.com/hotels/1000000/40000/34800/34731/209d54e3_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,1450 Lombard St San Francisco 94123 CA,Cow Hollow,1.3 miles to city center,13 miles to San Francisco International Airport (SFO),,Good,Parking available,Restaurant,Bar,Connecting rooms available,$161 ,https://www.hotels.com/ho116620/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Room 2 Double Beds Non Smoking,Motel with restaurant near Lombard Street ,
Hotel Ikon,https://exp.cdn-hotels.com/hotels/19000000/18400000/18399900/18399835/62363321_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,325 Sutter Street San Francisco 94108 CA,Union Square,0.2 miles to city center,12 miles to San Francisco International Airport (SFO),,Good,Airport transfer,Bathtub,,,$108 ,https://www.hotels.com/ho693927/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&q-room-0-adults-alter=2&q-room-1-adults-alter=2&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Standard Room 1 Double Bed Private Bathroom,Convenient to 555 California Street,
Hotel Emblem San Francisco a Viceroy Urban Retreat,https://exp.cdn-hotels.com/hotels/1000000/10000/700/660/ec6466f7_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,562 Sutter St San Francisco 94102 CA,Union Square,0.2 miles to city center,12 miles to San Francisco International Airport (SFO),9,Superb,Parking available,Pet-friendly,Gym,Restaurant,$229 ,https://www.hotels.com/ho140759/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&q-room-0-adults-alter=2&q-room-1-adults-alter=2&WOD=1&WOE=2&JHR=3&FPQ=4&MGT=1&ZSX=0&SYE=3&YGF=0,Standard Room 1 Queen Bed,4-star hotel with restaurant near City Lights Booksellers ,
Vagabond Inn Executive San Francisco Airport,https://exp.cdn-hotels.com/hotels/1000000/50000/40500/40443/f6f759a4_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,1640 Old Bayshore Hwy Burlingame 94010 CA,Burlingame,13 miles to city center,1.6 miles to San Francisco International Airport (SFO),,Good,Free parking,Pet-friendly,Airport transfer,Bathtub,$113 ,https://www.hotels.com/ho111823/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Standard Room 2 Queen Beds,Beachfront hotel within easy reach of Millbrae Square Shopping Center,
Surf Motel,https://exp.cdn-hotels.com/hotels/2000000/1160000/1155400/1155378/fc7dbd1b_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,2265 Lombard St San Francisco 94123 CA,Cow Hollow,1.9 miles to city center,13 miles to San Francisco International Airport (SFO),,Good,Free parking,Bathtub,,,$101 ,https://www.hotels.com/ho302354/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Standard Room 2 Queen Beds Non Smoking,City-center motel within easy reach of Presidio of San Francisco,
Ramada Limited San Francisco Airport North,https://exp.cdn-hotels.com/hotels/1000000/800000/790600/790530/021a5e69_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,721 Airport Blvd South San Francisco 94080 CA,Downtown South San Francisco,8.9 miles to city center,3.1 miles to San Francisco International Airport (SFO),,Good,Parking available,Airport transfer,Free breakfast,Bathtub,$165 ,https://www.hotels.com/ho196474/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Room 2 Queen Beds Accessible Non Smoking (Mobility Accessible),South San Francisco suburban guestrooms with comfy beds,
Aloft San Francisco Airport,https://exp.cdn-hotels.com/hotels/1000000/20000/14000/13950/94a31b91_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,401 E Millbrae Ave Millbrae 94030 CA,Millbrae,13 miles to city center,1.0 mile to San Francisco International Airport (SFO),8.6,Fabulous,Pool,Parking available,Pet-friendly,Airport transfer,$129 ,https://www.hotels.com/ho112389/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Room 2 Queen Beds Non Smoking,Suburban hotel in Millbrae with indoor pool and bar/lounge,
Holiday Inn Express and Suites Fisherman's Wharf an IHG Hotel,https://exp.cdn-hotels.com/hotels/1000000/580000/578900/578899/2ebe265e_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,550 N Point St San Francisco 94133 CA,Fisherman's Wharf,1.4 miles to city center,13 miles to San Francisco International Airport (SFO),9,Superb,Parking available,Pet-friendly,Gym,Free breakfast,$205 ,https://www.hotels.com/ho191678/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=3&FPQ=4&MGT=1&ZSX=0&SYE=3&YGF=0,Standard Room 2 Queen Beds,3-star hotel convenient to Ghirardelli Square ,
The Westin San Francisco Airport,https://exp.cdn-hotels.com/hotels/1000000/10000/4800/4705/e782099f_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,1 Old Bayshore Hwy Millbrae 94030 CA,Millbrae,13 miles to city center,1.0 mile to San Francisco International Airport (SFO),8.6,Fabulous,Pool,Parking available,Pet-friendly,Airport transfer,$149 ,https://www.hotels.com/ho129680/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Standard Room 2 Double Beds Non Smoking,Bayfront hotel in Millbrae with indoor pool and restaurant,
Mirage Inn and Suites,https://exp.cdn-hotels.com/hotels/1000000/20000/19000/18962/fb1a8a6e_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,2600 Sloat Blvd San Francisco 94116 CA,Parkside,6.3 miles to city center,10 miles to San Francisco International Airport (SFO),,Good,Free parking,Bathtub,,,$110 ,https://www.hotels.com/ho1606784/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&q-room-0-adults-alter=2&q-room-1-adults-alter=2&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Single Room 1 King Bed,Walking distance from San Francisco Zoo,
SFO Airport Hotel El Rancho Inn BW Signature Collection,https://exp.cdn-hotels.com/hotels/1000000/10000/5800/5798/e6d5a626_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,1100 El Camino Real Millbrae 94030 CA,Millbrae,12 miles to city center,0.8 miles to San Francisco International Airport (SFO),8,Very Good,Pool,Free parking,Gym,Free breakfast,$149 ,https://www.hotels.com/ho208851/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Standard Room 2 Queen Beds Non Smoking,3-star Millbrae motel with outdoor pool,
Hotel Zetta San Francisco a Viceroy Urban Retreat,https://exp.cdn-hotels.com/hotels/1000000/20000/18400/18320/dc83c0ae_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,55 5th St San Francisco 94103 CA,Downtown San Francisco,0.3 miles to city center,12 miles to San Francisco International Airport (SFO),9.2,Superb,Parking available,Pet-friendly,Gym,Restaurant,$370 ,https://www.hotels.com/ho195926/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=4&FPQ=5&MGT=1&ZSX=0&SYE=3&YGF=0,Deluxe Room 2 Double Beds,4-star hotel with restaurant near Westfield San Francisco Centre ,
citizenM San Francisco Union Square,https://exp.cdn-hotels.com/hotels/70000000/69560000/69551600/69551553/ce64f023_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,72 Ellis Street San Francisco 94102 CA,Union Square,0.1 miles to city center,12 miles to San Francisco International Airport (SFO),9.6,Exceptional,Gym,Restaurant,Internet access,,$169 ,https://www.hotels.com/ho2226649696/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&q-room-0-adults-alter=2&q-room-1-adults-alter=2&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,,4-star hotel with restaurant near Westfield San Francisco Centre ,
Grant Plaza Hotel,https://exp.cdn-hotels.com/hotels/1000000/810000/803300/803213/6a0c1de1_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,465 Grant Ave San Francisco 94108 CA,Chinatown,0.3 miles to city center,12 miles to San Francisco International Airport (SFO),,Good,Parking available,,,,$118 ,https://www.hotels.com/ho198503/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Deluxe Double Room,City-center hotel within walking distance of Union Square,
Sonesta ES Suites San Francisco Airport Oyster Point,https://exp.cdn-hotels.com/hotels/1000000/530000/524200/524164/f3b759ef_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,1350 Veterans Way South San Francisco 94080 CA,Oyster Point,8.4 miles to city center,3.5 miles to San Francisco International Airport (SFO),8.4,Very Good,Pool,Parking available,Pet-friendly,Airport transfer,$159 ,https://www.hotels.com/ho171369/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&q-room-0-adults-alter=2&q-room-1-adults-alter=2&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Deluxe Room 1 Queen Bed with Sofa bed (Studio),3-star South San Francisco hotel with outdoor pool,
Argonaut Hotel,https://exp.cdn-hotels.com/hotels/1000000/920000/915600/915510/9fce85de_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,495 Jefferson St San Francisco 94109 CA,Fisherman's Wharf,1.5 miles to city center,13 miles to San Francisco International Airport (SFO),9,Superb,Parking available,Pet-friendly,Gym,Restaurant,$349 ,https://www.hotels.com/ho211817/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=4&FPQ=5&MGT=1&ZSX=0&SYE=3&YGF=0,Standard Room 2 Queen Beds,Bayfront hotel with restaurant near Hyde Street Pier ,
Hotel Abri - Union Square,https://exp.cdn-hotels.com/hotels/1000000/20000/15800/15779/05098316_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,127 Ellis Street San Francisco 94102 CA,Downtown San Francisco,0.1 miles to city center,12 miles to San Francisco International Airport (SFO),8.6,Fabulous,Parking available,Pet-friendly,Bathtub,Internet access,$189 ,https://www.hotels.com/ho117069/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Deluxe Room 2 Double Beds,Boutique hotel within walking distance of Warfield Theater,
Airport Inn,https://exp.cdn-hotels.com/hotels/12000000/11980000/11974700/11974670/dcc07b30_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,751 Airport Boulevard South San Francisco 94080 CA,Downtown South San Francisco,8.8 miles to city center,3.2 miles to San Francisco International Airport (SFO),8.8,Fabulous,Free parking,Bathtub,,,$120 ,https://www.hotels.com/ho556876/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Room 2 Queen Beds,No-frills motel in Downtown South San Francisco,
Hotel 32One,https://exp.cdn-hotels.com/hotels/16000000/15400000/15399300/15399261/fe8aefb7_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,321 Grant Avenue San Francisco 94108 CA,Union Square,0.2 miles to city center,12 miles to San Francisco International Airport (SFO),8.4,Very Good,Bathtub,,,,$152 ,https://www.hotels.com/ho601827/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Standard Room 2 Double Beds Accessible,City-center hotel within easy reach of 555 California Street,
Infinity Hotel SF Ascend Hotel Collection,https://exp.cdn-hotels.com/hotels/1000000/920000/910300/910225/6fcf0612_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,2322 Lombard St San Francisco 94123 CA,Marina District,1.9 miles to city center,13 miles to San Francisco International Airport (SFO),8.6,Fabulous,Bathtub,,,,$165 ,https://www.hotels.com/ho208255/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Standard Room 2 Double Beds Non Smoking,Convenient to Presidio of San Francisco,
Hotel Focus SFO,https://exp.cdn-hotels.com/hotels/1000000/530000/522600/522505/03e99609_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,111 Mitchell Ave South San Francisco 94080 CA,The East Side,9.5 miles to city center,2.5 miles to San Francisco International Airport (SFO),,Good,Parking available,Pet-friendly,Airport transfer,Gym,$116 ,https://www.hotels.com/ho186296/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Room 2 Double Beds (Pan Pacific),3-star hotel within walking distance of South San Francisco Convention Center,
The Cartwright Hotel - Union Square BW Premier Collection,https://exp.cdn-hotels.com/hotels/1000000/30000/26100/26015/586daa45_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,524 Sutter Street San Francisco 94102 CA,Union Square,0.1 miles to city center,12 miles to San Francisco International Airport (SFO),8.4,Very Good,Pet-friendly,Connecting rooms available,,,$294 ,https://www.hotels.com/ho122674/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=3&FPQ=4&MGT=1&ZSX=0&SYE=3&YGF=0,Studio Suite 1 King Bed Non Smoking Refrigerator,3.5-star hotel convenient to Lombard Street ,
Geary Parkway Motel,https://exp.cdn-hotels.com/hotels/3000000/2640000/2631600/2631504/dfc0a5a6_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,4750 Geary Blvd San Francisco 94118 CA,Inner Richmond,3.4 miles to city center,12 miles to San Francisco International Airport (SFO),8.6,Fabulous,Free parking,Internet access,,,$120 ,https://www.hotels.com/ho314543/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Standard Double Room 2 Double Beds,Convenient to Golden Gate Park,
